Partido;Local;Equipo;Conferencia;Nivel;ConfRival;NivelRival;Puntos;Ptsencontra;Ganador;T2A;T2I;T3A;T3I;TLA;TLI;Reb;RebO;RebD;Asist;Robos;Tapones;Perdidas;Ptsperdida;Ptscontrataque;Ptszona;Faltas;Tecnicas;Intecionales;T2AR;T2IR;T3AR;T3IR;TLAR;TLIR;RebR;RebOR;RebDR;AsistR;RobosR;TaponesR;PerdidasR;PtsperdidaR;PtscontrataqueR;PtszonaR;FaltasR;TecnicasR;IntencionalesR
400975211;0;Jazz;1;1;1;1;79;107;0;26;73;7;31;20;27;48;11;28;13;6;3;19;28;9;30;15;1;0;40;77;8;23;19;22;46;8;34;23;15;5;14;11;18;50;26;0;0
400975211;1;Thunder;1;1;1;1;107;79;1;40;77;8;23;19;22;46;8;34;23;15;5;14;11;18;50;26;0;0;26;73;7;31;20;27;48;11;28;13;6;3;19;28;9;30;15;1;0
400975212;0;Pistons;0;1;1;0;93;110;1;33;77;7;24;20;22;42;6;32;19;4;2;13;12;24;36;19;0;0;40;75;14;30;16;20;43;4;33;22;6;7;12;11;6;40;17;1;0
400975212;1;Mavericks;1;0;0;1;110;93;0;40;75;14;30;16;20;43;4;33;22;6;7;12;11;6;40;17;1;0;33;77;7;24;20;22;42;6;32;19;4;2;13;12;24;36;19;0;0
400975213;0;Timberwolves;1;2;1;1;112;104;1;43;87;8;24;18;19;40;8;29;28;12;2;9;9;12;52;20;0;0;36;72;13;28;19;24;46;8;34;27;6;5;22;21;18;40;18;0;0
400975213;1;Nuggets;1;1;1;2;104;112;0;36;72;13;28;19;24;46;8;34;27;6;5;22;21;18;40;18;0;0;43;87;8;24;18;19;40;8;29;28;12;2;9;9;12;52;20;0;0
400975214;0;Spurs;1;2;1;1;93;91;0;41;79;6;17;5;6;57;9;44;17;7;9;23;26;7;44;16;0;0;38;96;6;25;9;14;45;12;25;18;13;2;9;11;10;46;14;0;0
400975214;1;Trail Blazers;1;1;1;2;91;93;1;38;96;6;25;9;14;45;12;25;18;13;2;9;11;10;46;14;0;0;41;79;6;17;5;6;57;9;44;17;7;9;23;26;7;44;16;0;0
400975215;0;Grizzlies;1;0;1;2;84;97;0;28;84;12;31;16;19;52;15;26;20;10;6;17;12;18;24;23;1;0;34;74;7;21;22;25;50;14;30;26;9;8;16;16;2;38;19;2;0
400975215;1;Warriors;1;2;1;0;97;84;1;34;74;7;21;22;25;50;14;30;26;9;8;16;16;2;38;19;2;0;28;84;12;31;16;19;52;15;26;20;10;6;17;12;18;24;23;1;0
400975216;0;Suns;1;0;1;1;95;108;1;35;97;8;35;17;19;60;14;36;22;3;3;10;8;13;42;25;0;0;41;87;10;30;16;24;58;9;41;22;1;4;9;10;22;56;19;0;0
400975216;1;Clippers;1;1;1;0;108;95;0;41;87;10;30;16;24;58;9;41;22;1;4;9;10;22;56;19;0;0;35;97;8;35;17;19;60;14;36;22;3;3;10;8;13;42;25;0;0
400975217;0;Bulls;0;0;0;2;112;115;0;47;85;12;31;6;8;42;5;30;34;8;1;14;19;8;48;19;0;0;42;82;12;29;19;22;41;7;28;25;10;3;12;15;12;50;14;0;0
400975217;1;Cavaliers;0;2;0;0;115;112;1;42;82;12;29;19;22;41;7;28;25;10;3;12;15;12;50;14;0;0;47;85;12;31;6;8;42;5;30;34;8;1;14;19;8;48;19;0;0
400975218;0;Raptors;0;2;0;1;114;109;1;35;85;12;35;32;35;52;19;26;18;14;6;22;32;6;36;19;0;0;45;86;9;29;10;14;46;13;27;27;14;6;24;32;11;66;27;0;0
400975218;1;76ers;0;1;0;2;109;114;0;45;86;9;29;10;14;46;13;27;27;14;6;24;32;11;66;27;0;0;35;85;12;35;32;35;52;19;26;18;14;6;22;32;6;36;19;0;0
400975219;0;Celtics;0;2;0;0;93;102;0;33;86;13;38;14;19;45;9;26;17;11;1;10;12;4;24;20;0;0;36;79;8;14;22;26;60;11;38;13;8;3;17;15;9;40;20;0;0
400975219;1;Knicks;0;0;0;2;102;93;1;36;79;8;14;22;26;60;11;38;13;8;3;17;15;9;40;20;0;0;33;86;13;38;14;19;45;9;26;17;11;1;10;12;4;24;20;0;0
400975220;0;Grizzlies;1;0;1;0;95;97;0;39;90;5;26;12;16;57;15;35;15;5;7;10;8;11;58;22;0;0;33;81;10;26;21;27;52;12;32;21;4;1;10;14;11;40;17;0;0
400975220;1;Suns;1;0;1;0;97;95;1;33;81;10;26;21;27;52;12;32;21;4;1;10;14;11;40;17;0;0;39;90;5;26;12;16;57;15;35;15;5;7;10;8;11;58;22;0;0
400975221;0;Spurs;1;2;1;1;89;100;1;34;78;10;21;11;16;44;5;33;14;7;3;14;10;8;40;21;0;0;34;74;12;26;20;24;49;5;36;18;7;4;15;18;2;26;18;0;0
400975221;1;Jazz;1;1;1;2;100;89;0;34;74;12;26;20;24;49;5;36;18;7;4;15;18;2;26;18;0;0;34;78;10;21;11;16;44;5;33;14;7;3;14;10;8;40;21;0;0
400975222;0;Knicks;0;0;0;1;101;104;0;44;97;8;24;5;6;61;16;35;25;6;9;15;9;0;54;20;4;0;38;88;10;25;18;25;50;15;29;19;8;5;12;6;15;52;11;2;0
400975222;1;Pistons;0;1;0;0;104;101;1;38;88;10;25;18;25;50;15;29;19;8;5;12;6;15;52;11;2;0;44;97;8;24;5;6;61;16;35;25;6;9;15;9;0;54;20;4;0
400975223;0;Pelicans;1;1;0;0;111;97;1;43;86;10;30;15;24;57;11;37;23;10;2;15;12;21;48;25;1;0;36;85;4;20;21;29;52;10;30;16;7;2;14;19;16;50;19;4;0
400975223;1;Magic;0;0;1;1;97;111;0;36;85;4;20;21;29;52;10;30;16;7;2;14;19;16;50;19;4;0;43;86;10;30;15;24;57;11;37;23;10;2;15;12;21;48;25;1;0
400975224;0;Wizards;0;2;0;0;84;119;1;34;93;5;20;11;15;42;7;28;22;7;1;7;11;10;26;18;1;0;44;88;14;41;17;21;69;13;47;29;4;4;18;17;14;48;17;0;0
400975224;1;Nets;0;0;0;2;119;84;0;44;88;14;41;17;21;69;13;47;29;4;4;18;17;14;48;17;0;0;34;93;5;20;11;15;42;7;28;22;7;1;7;11;10;26;18;1;0
400975225;0;Mavericks;1;0;0;1;101;113;1;38;75;17;35;8;11;29;3;19;28;5;2;8;10;4;36;12;0;0;46;72;16;25;5;6;38;2;33;25;3;3;12;7;6;36;15;1;0
400975225;1;Heat;0;1;1;0;113;101;0;46;72;16;25;5;6;38;2;33;25;3;3;12;7;6;36;15;1;0;38;75;17;35;8;11;29;3;19;28;5;2;8;10;4;36;12;0;0
400975226;0;Clippers;1;1;1;2;128;118;0;43;91;18;42;24;31;51;9;29;24;8;5;8;13;14;44;25;1;0;36;78;17;40;29;35;52;9;34;16;4;4;18;18;18;36;26;3;0
400975226;1;Rockets;1;2;1;1;118;128;1;36;78;17;40;29;35;52;9;34;16;4;4;18;18;18;36;26;3;0;43;91;18;42;24;31;51;9;29;24;8;5;8;13;14;44;25;1;0
400975227;0;Hornets;0;1;0;2;104;109;1;39;88;12;26;14;17;49;9;34;21;4;7;9;7;10;34;18;1;0;41;87;8;29;19;23;53;6;37;27;7;5;8;11;11;48;16;0;0
400975227;1;Bucks;0;2;0;1;109;104;0;41;87;8;29;19;23;53;6;37;27;7;5;8;11;11;48;16;0;0;39;88;12;26;14;17;49;9;34;21;4;7;9;7;10;34;18;1;0
400975228;0;Hawks;0;0;1;1;117;120;0;44;85;15;32;14;17;38;7;20;28;12;3;17;23;13;48;24;0;0;44;82;13;25;19;31;56;15;25;24;11;5;19;33;17;42;18;1;0
400975228;1;Thunder;1;1;0;0;120;117;1;44;82;13;25;19;31;56;15;25;24;11;5;19;33;17;42;18;1;0;44;85;15;32;14;17;38;7;20;28;12;3;17;23;13;48;24;0;0
400975229;0;Nuggets;1;1;1;1;102;85;0;42;85;7;25;11;15;58;16;33;19;4;10;14;10;2;64;13;0;0;35;83;6;22;9;16;44;10;24;15;6;4;10;11;4;46;19;0;0
400975229;1;Trail Blazers;1;1;1;1;85;102;1;35;83;6;22;9;16;44;10;24;15;6;4;10;11;4;46;19;0;0;42;85;7;25;11;15;58;16;33;19;4;10;14;10;2;64;13;0;0
400975230;0;Lakers;1;0;1;2;106;113;0;40;94;11;29;15;22;58;15;31;22;11;5;17;18;24;52;23;0;0;42;85;7;24;22;27;51;10;32;24;9;13;16;23;26;62;17;0;0
400975230;1;Warriors;1;2;1;0;113;106;1;42;85;7;24;22;27;51;10;32;24;9;13;16;23;26;62;17;0;0;40;94;11;29;15;22;58;15;31;22;11;5;17;18;24;52;23;0;0
400975231;0;76ers;0;1;0;2;86;102;0;33;80;7;27;13;20;57;7;34;19;10;7;23;28;6;44;23;4;0;35;85;9;27;23;26;50;7;36;18;15;6;18;22;13;40;20;1;0
400975231;1;Raptors;0;2;0;1;102;86;1;35;85;9;27;23;26;50;7;36;18;15;6;18;22;13;40;20;1;0;33;80;7;27;13;20;57;7;34;19;10;7;23;28;6;44;23;4;0
400975232;0;Bucks;0;2;0;1;106;111;0;42;87;8;26;14;17;42;7;28;25;4;2;9;7;14;48;32;1;0;36;74;9;21;30;40;54;9;34;22;2;7;17;21;2;40;20;1;0
400975232;1;Hornets;0;1;0;2;111;106;1;36;74;9;21;30;40;54;9;34;22;2;7;17;21;2;40;20;1;0;42;87;8;26;14;17;42;7;28;25;4;2;9;7;14;48;32;1;0
400975233;0;Nets;0;0;0;2;119;123;0;42;98;16;36;19;25;61;18;33;24;2;2;14;18;6;40;20;0;0;47;90;10;23;19;24;49;7;34;31;8;9;9;16;18;54;25;0;0
400975233;1;Pacers;0;2;0;0;123;119;1;47;90;10;23;19;24;49;7;34;31;8;9;9;16;18;54;25;0;0;42;98;16;36;19;25;61;18;33;24;2;2;14;18;6;40;20;0;0
400975234;0;Magic;0;0;0;2;103;130;0;42;87;8;26;11;17;37;4;24;17;7;3;12;17;10;50;22;0;0;47;86;16;30;20;23;56;12;37;29;5;2;17;19;19;50;18;2;1
400975234;1;Wizards;0;2;0;0;130;103;1;47;86;16;30;20;23;56;12;37;29;5;2;17;19;19;50;18;2;1;42;87;8;26;11;17;37;4;24;17;7;3;12;17;10;50;22;0;0
400975235;0;Mavericks;1;0;0;0;107;112;1;43;85;9;33;12;15;39;7;23;31;8;3;11;18;5;50;17;1;0;42;75;10;24;18;22;43;6;32;29;5;2;15;17;13;54;19;2;0
400975235;1;Hawks;0;0;1;0;112;107;0;42;75;10;24;18;22;43;6;32;29;5;2;15;17;13;54;19;2;0;43;85;9;33;12;15;39;7;23;31;8;3;11;18;5;50;17;1;0
400975236;0;Bulls;0;0;0;2;92;117;0;34;86;7;19;17;25;59;12;39;24;4;2;15;24;13;38;16;0;0;44;92;12;32;17;21;53;8;38;29;9;5;6;7;11;52;18;0;0
400975236;1;Celtics;0;2;0;0;117;92;1;44;92;12;32;17;21;53;8;38;29;9;5;6;7;11;52;18;0;0;34;86;7;19;17;25;59;12;39;24;4;2;15;24;13;38;16;0;0
400975237;0;Pelicans;1;1;0;1;109;94;1;39;73;15;25;16;19;41;6;31;27;5;10;14;12;5;40;20;0;0;36;85;10;32;12;15;48;13;25;18;4;3;14;18;2;36;19;1;0
400975237;1;Heat;0;1;1;1;94;109;0;36;85;10;32;12;15;48;13;25;18;4;3;14;18;2;36;19;1;0;39;73;15;25;16;19;41;6;31;27;5;10;14;12;5;40;20;0;0
400975238;0;Clippers;1;1;1;0;112;115;0;39;79;13;34;21;28;47;5;31;14;4;7;11;14;18;40;22;0;0;40;90;13;31;22;25;53;15;32;28;5;5;10;14;23;46;26;1;0
400975238;1;Grizzlies;1;0;1;1;115;112;1;40;90;13;31;22;25;53;15;32;28;5;5;10;14;23;46;26;1;0;39;79;13;34;21;28;47;5;31;14;4;7;11;14;18;40;22;0;0
400975239;0;Thunder;1;1;1;1;103;89;1;39;88;12;29;13;16;51;15;30;18;9;5;8;7;4;32;16;0;0;33;72;6;26;17;20;43;6;31;16;3;2;14;20;8;42;13;0;0
400975239;1;Jazz;1;1;1;1;89;103;0;33;72;6;26;17;20;43;6;31;16;3;2;14;20;8;42;13;0;0;39;88;12;29;13;16;51;15;30;18;9;5;8;7;4;32;16;0;0
400975240;0;Nuggets;1;1;1;2;96;81;0;38;82;7;28;13;15;54;10;35;25;10;4;19;20;7;48;14;1;0;32;84;3;27;14;17;47;11;27;25;14;8;18;21;19;40;14;0;0
400975240;1;Warriors;1;2;1;1;81;96;1;32;84;3;27;14;17;47;11;27;25;14;8;18;21;19;40;14;0;0;38;82;7;28;13;15;54;10;35;25;10;4;19;20;7;48;14;1;0
400975241;0;Timberwolves;1;2;1;0;115;106;1;42;84;6;16;25;29;54;13;34;18;6;6;14;18;12;52;21;0;0;40;86;11;32;15;24;47;9;27;24;5;4;13;18;17;48;22;0;0
400975241;1;Suns;1;0;1;2;106;115;0;40;86;11;32;15;24;47;9;27;24;5;4;13;18;17;48;22;0;0;42;84;6;16;25;29;54;13;34;18;6;6;14;18;12;52;21;0;0
400975242;0;Trail Blazers;1;1;1;0;95;92;1;39;95;10;25;7;14;58;9;38;19;7;8;11;8;10;44;15;0;0;36;85;8;25;12;20;62;11;44;23;8;3;17;16;16;50;22;1;0
400975242;1;Lakers;1;0;1;1;92;95;0;36;85;8;25;12;20;62;11;44;23;8;3;17;16;16;50;22;1;0;39;95;10;25;7;14;58;9;38;19;7;8;11;8;10;44;15;0;0
400975243;0;Spurs;1;2;1;0;108;99;1;44;88;11;23;9;11;49;7;37;29;3;1;8;7;3;40;11;0;0;40;86;12;22;7;11;47;9;33;21;2;2;10;12;15;46;17;1;0
400975243;1;Kings;1;0;1;2;99;108;0;40;86;12;22;7;11;47;9;33;21;2;2;10;12;15;46;17;1;0;44;88;11;23;9;11;49;7;37;29;3;1;8;7;3;40;11;0;0
400975244;0;Pacers;0;2;0;1;83;107;0;34;77;6;21;9;13;36;5;21;18;6;3;12;20;6;44;19;0;0;41;82;12;34;13;16;55;10;36;26;5;1;13;17;8;52;17;0;0
400975244;1;Pistons;0;1;0;2;107;83;1;41;82;12;34;13;16;55;10;36;26;5;1;13;17;8;52;17;0;0;34;77;6;21;9;13;36;5;21;18;6;3;12;20;6;44;19;0;0
400975245;0;Raptors;0;2;1;0;93;98;1;30;89;9;31;24;32;62;16;37;16;10;7;12;13;19;34;24;1;0;40;94;6;24;12;16;63;16;40;20;5;11;14;7;14;48;24;2;0
400975245;1;Mavericks;1;0;0;2;98;93;0;40;94;6;24;12;16;63;16;40;20;5;11;14;7;14;48;24;2;0;30;89;9;31;24;32;62;16;37;16;10;7;12;13;19;34;24;1;0
400975246;0;Magic;0;0;0;1;89;107;1;33;81;5;20;18;22;47;10;32;14;8;5;17;18;13;46;20;1;0;41;91;11;33;14;17;58;16;37;22;11;5;17;19;8;46;20;0;0
400975246;1;Heat;0;1;0;0;107;89;0;41;91;11;33;14;17;58;16;37;22;11;5;17;19;8;46;20;0;0;33;81;5;20;18;22;47;10;32;14;8;5;17;18;13;46;20;1;0
400975247;0;Bulls;0;0;0;2;115;106;1;45;103;10;28;15;25;61;15;32;26;11;3;7;12;13;54;19;2;0;39;83;10;31;18;24;57;4;37;23;2;8;20;24;19;42;21;2;0
400975247;1;Bucks;0;2;0;0;106;115;0;39;83;10;31;18;24;57;4;37;23;2;8;20;24;19;42;21;2;0;45;103;10;28;15;25;61;15;32;26;11;3;7;12;13;54;19;2;0
400975248;0;Nets;0;0;1;2;97;109;0;39;93;12;32;7;9;50;12;33;23;5;0;13;15;14;50;18;2;0;41;80;7;16;20;24;49;5;38;18;7;5;12;14;6;54;14;0;0
400975248;1;Spurs;1;2;0;0;109;97;1;41;80;7;16;20;24;49;5;38;18;7;5;12;14;6;54;14;0;0;39;93;12;32;7;9;50;12;33;23;5;0;13;15;14;50;18;2;0
400975249;0;Jazz;1;1;1;1;83;107;0;27;84;10;35;19;23;51;12;30;19;7;0;7;9;2;34;22;0;0;39;81;11;30;18;22;56;10;43;23;3;1;10;8;7;44;21;0;1
400975249;1;Nuggets;1;1;1;1;107;83;1;39;81;11;30;18;22;56;10;43;23;3;1;10;8;7;44;21;0;1;27;84;10;35;19;23;51;12;30;19;7;0;7;9;2;34;22;0;0
400975250;0;Grizzlies;1;0;1;0;97;99;0;35;87;3;20;24;29;46;10;28;12;10;11;10;7;14;52;28;1;0;32;72;8;22;27;35;59;6;35;24;5;5;21;30;11;30;29;2;1
400975250;1;Suns;1;0;1;0;99;97;1;32;72;8;22;27;35;59;6;35;24;5;5;21;30;11;30;29;2;1;35;87;3;20;24;29;46;10;28;12;10;11;10;7;14;52;28;1;0
400975251;0;Kings;1;0;1;1;95;122;1;40;96;7;22;8;12;46;10;27;25;11;7;10;16;19;48;19;0;0;44;81;13;31;21;27;57;9;40;31;7;8;13;10;22;58;13;0;0
400975251;1;Clippers;1;1;1;0;122;95;0;44;81;13;31;21;27;57;9;40;31;7;8;13;10;22;58;13;0;0;40;96;7;22;8;12;46;10;27;25;11;7;10;16;19;48;19;0;0
400975252;0;Celtics;0;2;0;1;102;91;0;37;78;15;34;13;13;47;6;37;20;4;7;16;17;19;30;20;0;0;32;87;7;23;20;29;58;19;33;15;7;3;12;14;8;32;11;0;0
400975252;1;Hornets;0;1;0;2;91;102;1;32;87;7;23;20;29;58;19;33;15;7;3;12;14;8;32;11;0;0;37;78;15;34;13;13;47;6;37;20;4;7;16;17;19;30;20;0;0
400975253;0;Mavericks;1;0;0;2;98;94;0;40;78;8;29;10;15;39;4;31;26;7;3;10;8;15;46;12;0;0;38;79;10;25;8;10;47;7;32;27;8;4;15;18;3;34;17;0;0
400975253;1;Pacers;0;2;1;0;94;98;1;38;79;10;25;8;10;47;7;32;27;8;4;15;18;3;34;17;0;0;40;78;8;29;10;15;39;4;31;26;7;3;10;8;15;46;12;0;0
400975254;0;Wizards;0;2;0;0;99;113;1;35;81;9;24;20;26;49;9;31;24;6;5;14;15;19;34;24;1;0;41;94;11;37;20;29;65;16;37;28;7;7;12;13;3;50;21;0;0
400975254;1;Hawks;0;0;0;2;113;99;0;41;94;11;37;20;29;65;16;37;28;7;7;12;13;3;50;21;0;0;35;81;9;24;20;26;49;9;31;24;6;5;14;15;19;34;24;1;0
400975255;0;Knicks;0;0;0;0;87;92;1;37;91;4;23;9;13;57;7;44;21;6;5;12;11;12;46;17;0;0;35;86;10;28;12;16;56;4;46;23;9;3;15;13;13;32;15;0;0
400975255;1;Bulls;0;0;0;0;92;87;0;35;86;10;28;12;16;56;4;46;23;9;3;15;13;13;32;15;0;0;37;91;4;23;9;13;57;7;44;21;6;5;12;11;12;46;17;0;0
400975256;0;Nuggets;1;1;1;2;125;128;0;42;91;15;39;26;31;55;11;37;26;3;2;9;13;15;46;24;0;0;47;90;12;29;22;30;50;7;35;27;4;7;6;8;7;52;26;0;0
400975256;1;Timberwolves;1;2;1;1;128;125;1;47;90;12;29;22;30;50;7;35;27;4;7;6;8;7;52;26;0;0;42;91;15;39;26;31;55;11;37;26;3;2;9;13;15;46;24;0;0
400975257;0;Nets;0;0;1;1;113;128;0;41;90;19;38;12;14;46;10;33;26;8;3;17;18;6;30;18;0;0;48;90;17;33;15;19;51;6;37;40;8;9;11;17;20;48;15;0;0
400975257;1;Pelicans;1;1;0;0;128;113;1;48;90;17;33;15;19;51;6;37;40;8;9;11;17;20;48;15;0;0;41;90;19;38;12;14;46;10;33;26;8;3;17;18;6;30;18;0;0
400975258;0;Raptors;0;2;1;1;107;124;0;36;85;11;38;24;26;39;7;27;24;9;4;11;15;12;48;29;1;0;46;87;9;25;23;33;63;15;37;25;9;7;12;12;18;50;26;1;0
400975258;1;Thunder;1;1;0;2;124;107;1;46;87;9;25;23;33;63;15;37;25;9;7;12;12;18;50;26;1;0;36;85;11;38;24;26;39;7;27;24;9;4;11;15;12;48;29;1;0
400975259;0;Cavaliers;0;2;1;0;95;109;0;32;74;12;31;19;25;44;7;30;19;9;4;12;15;17;34;15;0;0;41;79;12;30;15;18;45;7;33;25;8;6;11;16;4;44;19;0;0
400975259;1;Kings;1;0;0;2;109;95;1;41;79;12;30;15;18;45;7;33;25;8;6;11;16;4;44;19;0;0;32;74;12;31;19;25;44;7;30;19;9;4;12;15;17;34;15;0;0
400975260;0;Jazz;1;1;1;2;101;126;0;37;92;6;23;21;27;47;10;33;21;10;2;13;15;16;46;22;1;0;51;86;11;23;13;17;53;4;46;37;8;7;16;26;30;60;18;0;0
400975260;1;Warriors;1;2;1;1;126;101;1;51;86;11;23;13;17;53;4;46;37;8;7;16;26;30;60;18;0;0;37;92;6;23;21;27;47;10;33;21;10;2;13;15;16;46;22;1;0
400975261;0;Grizzlies;1;0;1;0;109;99;0;35;71;5;21;34;39;47;5;32;20;3;9;11;18;4;46;20;0;0;35;93;8;28;21;33;64;22;27;14;5;4;12;10;9;50;26;2;0
400975261;1;Lakers;1;0;1;0;99;109;1;35;93;8;28;21;33;64;22;27;14;5;4;12;10;9;50;26;2;0;35;71;5;21;34;39;47;5;32;20;3;9;11;18;4;46;20;0;0
400975262;0;Pistons;0;1;0;0;89;102;1;35;87;9;23;10;14;47;9;32;20;5;4;16;14;20;42;17;0;0;37;82;11;26;17;17;54;9;39;22;10;3;19;18;11;42;17;0;0
400975262;1;Magic;0;0;0;1;102;89;0;37;82;11;26;17;17;54;9;39;22;10;3;19;18;11;42;17;0;0;35;87;9;23;10;14;47;9;32;20;5;4;16;14;20;42;17;0;0
400975263;0;Rockets;1;2;0;2;98;99;1;30;80;14;43;24;31;52;7;36;16;9;3;17;22;14;28;23;0;0;37;82;8;29;17;24;57;10;34;18;9;8;18;21;13;56;22;3;0
400975263;1;Celtics;0;2;1;2;99;98;0;37;82;8;29;17;24;57;10;34;18;9;8;18;21;13;56;22;3;0;30;80;14;43;24;31;52;7;36;16;9;3;17;22;14;28;23;0;0
400975264;0;Timberwolves;1;2;0;2;96;102;1;34;71;9;28;19;26;40;6;27;20;9;3;19;22;13;32;14;1;0;41;75;5;15;15;16;39;7;29;23;10;0;18;16;13;62;18;1;0
400975264;1;Bucks;0;2;1;2;102;96;0;41;75;5;15;15;16;39;7;29;23;10;0;18;16;13;62;18;1;0;34;71;9;28;19;26;40;6;27;20;9;3;19;22;13;32;14;1;0
400975265;0;Knicks;0;0;1;2;107;119;0;41;90;5;14;20;22;48;12;32;31;6;8;10;14;11;50;26;1;0;41;80;9;20;28;39;53;10;33;28;2;4;9;10;5;36;18;0;0
400975265;1;Spurs;1;2;0;0;119;107;1;41;80;9;20;28;39;53;10;33;28;2;4;9;10;5;36;18;0;0;41;90;5;14;20;22;48;12;32;31;6;8;10;14;11;50;26;1;0
400975266;0;76ers;0;1;1;1;110;114;0;42;87;16;32;10;14;40;5;32;28;8;2;14;20;12;36;26;1;1;35;75;8;24;36;47;60;8;39;15;7;3;15;19;4;38;18;0;0
400975266;1;Trail Blazers;1;1;0;1;114;110;1;35;75;8;24;36;47;60;8;39;15;7;3;15;19;4;38;18;0;0;42;87;16;32;10;14;40;5;32;28;8;2;14;20;12;36;26;1;1
400975267;0;Rockets;1;2;0;2;103;121;0;38;89;14;48;13;16;43;8;27;15;11;2;14;19;8;44;13;1;0;47;88;18;36;9;12;55;10;35;23;12;5;18;16;19;46;15;1;0
400975267;1;Wizards;0;2;1;2;121;103;1;47;88;18;36;9;12;55;10;35;23;12;5;18;16;19;46;15;1;0;38;89;14;48;13;16;43;8;27;15;11;2;14;19;8;44;13;1;0
400975268;0;Hawks;0;0;0;2;98;111;0;38;88;9;24;13;20;60;14;34;21;6;7;18;13;12;50;15;0;0;46;105;13;37;6;8;58;19;32;22;9;15;12;17;8;56;22;0;0
400975268;1;Raptors;0;2;0;0;111;98;1;46;105;13;37;6;8;58;19;32;22;9;15;12;17;8;56;22;0;0;38;88;9;24;13;20;60;14;34;21;6;7;18;13;12;50;15;0;0
400975269;0;Nets;0;0;0;1;111;87;1;39;79;11;26;22;25;59;8;46;25;8;4;19;22;11;42;23;1;0;30;89;3;26;24;31;50;12;31;12;9;3;11;14;6;44;18;2;0
400975269;1;Heat;0;1;0;0;87;111;0;30;89;3;26;24;31;50;12;31;12;9;3;11;14;6;44;18;2;0;39;79;11;26;22;25;59;8;46;25;8;4;19;22;11;42;23;1;0
400975270;0;Pacers;0;2;0;0;107;119;1;43;93;7;22;14;20;53;11;32;22;10;6;10;13;10;54;15;0;0;43;85;18;39;15;15;45;7;33;31;6;4;15;15;6;40;20;0;0
400975270;1;Bulls;0;0;0;2;119;107;0;43;85;18;39;15;15;45;7;33;31;6;4;15;15;6;40;20;0;0;43;93;7;22;14;20;53;11;32;22;10;6;10;13;10;54;15;0;0
400975271;0;Mavericks;1;0;1;1;128;120;0;46;83;22;39;14;18;50;5;38;27;5;4;18;16;30;44;23;1;0;42;85;8;31;28;32;38;4;27;28;8;6;8;11;27;56;19;0;0
400975271;1;Pelicans;1;1;1;0;120;128;1;42;85;8;31;28;32;38;4;27;28;8;6;8;11;27;56;19;0;0;46;83;22;39;14;18;50;5;38;27;5;4;18;16;30;44;23;1;0
400975272;0;Bucks;0;2;1;1;97;95;0;40;85;9;29;8;17;50;12;31;26;9;7;9;6;19;54;23;1;0;38;83;7;25;12;20;57;10;35;16;5;5;13;19;17;50;19;1;0
400975272;1;Thunder;1;1;0;2;95;97;1;38;83;7;25;12;20;57;10;35;16;5;5;13;19;17;50;19;1;0;40;85;9;29;8;17;50;12;31;26;9;7;9;6;19;54;23;1;0
400975273;0;Suns;1;0;1;0;111;101;1;41;85;13;30;16;24;59;16;31;26;5;5;11;12;18;38;19;2;0;37;80;8;23;19;23;40;8;29;23;6;2;9;13;14;40;23;0;0
400975273;1;Kings;1;0;1;0;101;111;0;37;80;8;23;19;23;40;8;29;23;6;2;9;13;14;40;23;0;0;41;85;13;30;16;24;59;16;31;26;5;5;11;12;18;38;19;2;0
400975274;0;Hornets;0;1;1;2;111;100;0;41;89;6;20;23;34;59;13;34;27;12;6;11;11;12;46;10;1;0;40;87;8;22;12;13;48;8;35;32;6;5;18;32;16;38;25;0;0
400975274;1;Warriors;1;2;0;1;100;111;1;40;87;8;22;12;13;48;8;35;32;6;5;18;32;16;38;25;0;0;41;89;6;20;23;34;59;13;34;27;12;6;11;11;12;46;10;1;0
400975275;0;Clippers;1;1;1;0;121;106;0;42;86;9;32;28;34;61;15;34;23;7;6;16;16;12;58;21;0;0;46;94;3;19;11;16;42;11;24;25;7;3;12;14;23;70;22;0;1
400975275;1;Lakers;1;0;1;1;106;121;1;46;94;3;19;11;16;42;11;24;25;7;3;12;14;23;70;22;0;1;42;86;9;32;28;34;61;15;34;23;7;6;16;16;12;58;21;0;0
400975276;0;Spurs;1;2;0;1;79;93;1;31;84;5;26;12;13;52;10;36;18;8;5;14;14;4;38;13;0;0;36;81;8;24;13;16;50;6;39;22;10;1;11;12;13;40;11;0;0
400975276;1;Pistons;0;1;1;2;93;79;0;36;81;8;24;13;16;50;6;39;22;10;1;11;12;13;40;11;0;0;31;84;5;26;12;13;52;10;36;18;8;5;14;14;4;38;13;0;0
400975277;0;Heat;0;1;0;0;117;111;0;45;88;12;24;15;18;46;11;29;24;6;2;10;12;11;54;17;0;0;44;81;12;27;11;15;41;9;28;31;2;9;12;16;26;50;20;1;0
400975277;1;Magic;0;0;0;1;111;117;1;44;81;12;27;11;15;41;9;28;31;2;9;12;16;26;50;20;1;0;45;88;12;24;15;18;46;11;29;24;6;2;10;12;11;54;17;0;0
400975278;0;Knicks;0;0;1;1;105;103;0;41;94;5;19;18;21;56;9;42;24;6;7;7;4;11;60;24;0;0;38;84;6;26;21;27;52;4;44;24;3;5;10;13;12;58;19;0;0
